X_Value,Voltage_0,Voltage_1,Voltage_2,Voltage_3
48.555,7.574093,4.576327,1.403382,-3.169201
48.56,0.033792,4.589072,1.393183,-3.156457
48.565,0.031242,4.581425,1.390633,-3.212533
48.57,0.033792,4.583974,1.403382,-3.120772
48.575,7.568993,4.586523,1.428879,-3.07744
48.58,0.043992,4.583974,1.581863,-3.105478
48.585,0.026142,4.583974,1.400832,-3.225277
48.59,7.574093,4.583974,1.393183,-3.133516
48.595,0.041442,4.581425,1.403382,-2.993326
48.6,0.033792,4.581425,1.41613,-3.17175
48.605,0.041442,4.578876,1.395733,-3.146261
48.61,7.571543,4.589072,1.400832,-3.19469
48.615,0.041442,4.657895,1.400832,-3.156457
48.62,0.033792,4.662993,1.413581,-3.159006
48.625,7.574093,4.662993,1.785842,-3.258413
48.63,0.036342,4.657895,1.398282,-3.212533
48.635,0.028692,4.67064,1.398282,-3.332332
48.64,0.041442,4.660444,1.472225,-3.352723
48.645,7.568993,4.67064,1.538518,-3.311941
48.65,0.041442,4.662993,1.398282,-3.332332
48.655,0.028692,4.662993,1.400832,-3.311941
48.66,7.579193,4.662993,1.398282,-3.291549
48.665,0.033792,4.662993,1.403382,-3.289
48.67,0.036342,4.67064,1.395733,-3.199788
48.675,7.574093,4.660444,1.405932,-3.240571
48.68,0.115392,4.668091,1.388083,-3.202337
48.685,0.033792,4.665542,1.42378,-3.161554
48.69,0.028692,4.662993,1.403382,-3.258413
48.695,7.581743,4.662993,1.400832,-3.113125
48.7,0.036342,4.660444,1.403382,-3.115674
48.705,0.033792,4.67064,1.490073,-3.174299
48.71,7.581743,4.662993,1.398282,-3.278805
48.715,0.043992,4.657895,1.403382,-3.296647
48.72,0.033792,4.668091,1.388083,-3.202337
48.725,0.033792,4.662993,1.395733,-3.24312
48.73,7.568993,4.668091,1.395733,-3.24312
48.735,0.036342,4.662993,1.393183,-3.146261
48.74,0.033792,4.662993,1.403382,-3.276256
48.745,7.574093,4.662993,1.395733,-3.347625
48.75,0.038892,4.660444,1.398282,-3.380761
48.755,0.031242,4.668091,1.400832,-3.322136
48.76,7.574093,4.662993,1.395733,-3.332332
48.765,0.077142,4.662993,1.446727,-3.296647
48.77,0.033792,4.67064,1.413581,-3.301745
48.775,0.038892,4.660444,1.490073,-3.26606
48.78,7.574093,4.662993,1.400832,-3.240571
48.785,0.036342,4.662993,1.393183,-3.248218
48.79,0.033792,4.665542,1.403382,-3.258413
48.795,7.574093,4.662993,1.395733,-3.123321
48.8,0.038892,4.657895,1.400832,-3.095283
48.805,0.033792,4.67064,1.390633,-3.013717
48.81,0.033792,4.657895,1.403382,-3.120772
48.815,7.571543,4.668091,1.390633,-3.342528
48.82,0.043992,4.655346,1.296293,-3.36037
48.825,0.031242,4.662993,1.403382,-3.309392
48.83,7.571543,4.662993,1.390633,-3.222729
48.835,0.038892,4.662993,1.398282,-3.227826
48.84,0.033792,4.67064,1.390633,-3.209984
48.845,7.579193,4.956127,1.395733,-3.199788
48.85,0.061842,4.94848,1.403382,-3.260962
48.855,0.033792,4.961225,1.400832,-3.36037
48.86,0.041442,4.956127,1.411031,-3.347625
48.865,7.574093,4.953578,1.400832,-3.296647
48.87,0.028692,4.961225,1.436528,-3.289
48.875,0.033792,4.956127,1.393183,-3.258413
48.88,7.574093,4.956127,1.405932,-3.189593
48.885,0.031242,4.958676,1.390633,-3.235473
48.89,0.041442,4.953578,1.400832,-3.276256
48.895,0.033792,4.956127,1.431429,-3.179397
48.9,7.574093,4.953578,1.393183,-3.03156
48.905,0.036342,4.956127,1.405932,-3.067245
48.91,0.036342,4.956127,1.395733,-3.034109
48.915,7.571543,4.94848,1.395733,-3.082538
48.92,0.031242,4.961225,1.375335,-3.263511
48.925,0.038892,4.94848,1.337089,-3.309392
48.93,7.571543,4.958676,1.400832,-3.332332
48.935,0.054192,4.94848,1.400832,-3.309392
48.94,0.033792,4.953578,1.405932,-3.253316
48.945,0.033792,4.953578,1.398282,-3.118223
48.95,7.571543,4.94848,1.411031,-3.105478
48.955,0.038892,4.961225,1.395733,-3.181946
48.96,0.033792,4.951029,1.403382,-3.24312
48.965,7.571543,4.958676,1.632858,-3.238022
48.97,0.036342,4.94848,1.405932,-3.286451
48.975,0.033792,4.958676,1.395733,-3.217631
48.98,7.571543,4.945931,1.405932,-3.110576
48.985,7.568993,4.961225,1.395733,-3.153908
48.99,0.041442,4.94848,1.398282,-3.153908
48.995,0.028692,4.958676,1.400832,-3.260962
49,7.576643,4.945931,1.403382,-3.174299
49.005,0.028692,4.956127,1.395733,-3.074891
49.01,0.041442,4.951029,1.398282,-3.146261
49.015,7.571543,4.958676,1.551266,-3.159006
49.02,0.046542,4.94848,1.390633,-3.067245
49.025,0.031242,4.961225,1.296293,-3.074891
49.03,0.038892,4.951029,1.398282,-3.309392
49.035,7.568993,4.958676,1.400832,-3.276256
49.04,0.043992,4.94848,1.398282,-3.350174
49.045,0.026142,4.961225,1.663455,-3.342528
49.05,7.579193,4.953578,1.393183,-3.281354
49.055,0.036342,4.953578,1.405932,-3.161554
49.06,0.033792,5.284946,1.413581,-3.174299
49.065,7.574093,5.284946,1.403382,-3.202337
49.07,0.059292,5.284946,1.395733,-3.138614
49.075,0.033792,5.284946,1.395733,-3.07744
49.08,0.033792,5.277299,1.411031,-3.209984
49.085,7.571543,5.287495,1.42123,-3.108027
49.09,0.036342,5.284946,1.604811,-3.141163
49.095,0.033792,5.284946,1.696601,-3.123321
49.1,7.574093,5.290044,1.390633,-3.143712
49.105,0.043992,5.279848,1.395733,-3.301745
49.11,0.028692,5.290044,1.403382,-3.380761
49.115,7.579193,5.279848,1.408481,-3.289
49.12,7.568993,5.282397,1.349837,-3.197239
49.125,0.036342,5.284946,1.390633,-3.197239
49.13,0.031242,5.277299,1.405932,-3.197239
49.135,7.574093,5.290044,1.393183,-3.161554
49.14,0.041442,5.279848,1.790941,-3.370566
49.145,0.026142,5.287495,1.441628,-3.45468
49.15,7.579193,5.282397,1.398282,-3.487816
49.155,0.033792,5.284946,1.42123,-3.518403
49.16,0.033792,5.287495,1.446727,-3.434289
49.165,7.574093,5.279848,1.403382,-3.146261
49.17,0.043992,5.290044,1.393183,-3.209984
49.175,0.033792,5.279848,1.398282,-3.141163
49.18,0.028692,5.290044,1.390633,-3.207435
49.185,7.581743,5.277299,1.477324,-3.235473
49.19,0.031242,5.290044,1.462026,-3.278805
49.195,0.033792,5.284946,1.398282,-3.209984
49.2,7.574093,5.284946,1.400832,-3.110576
49.205,0.036342,5.284946,1.390633,-3.319587
49.21,0.033792,5.279848,1.411031,-3.582126
49.215,7.571543,5.290044,1.393183,-3.513305
49.22,0.043992,5.284946,1.395733,-3.390957
49.225,0.028692,5.284946,1.398282,-3.424093
49.23,7.574093,5.279848,1.403382,-3.322136
49.235,0.038892,5.284946,1.390633,-3.370566
49.24,0.041442,5.284946,1.592062,-3.329783
49.245,7.568993,5.284946,1.411031,-3.559186
49.25,2.938223,5.284946,1.286094,-3.54899
49.255,0.028692,5.284946,1.405932,-3.513305
49.26,0.038892,5.279848,1.403382,-3.554088
49.265,7.568993,5.290044,1.398282,-3.444484
49.27,0.038892,5.277299,1.666004,-3.118223
49.275,0.031242,5.290044,1.400832,-3.436838
49.28,7.579193,5.611217,1.398282,-3.26606
49.285,0.038892,5.621413,1.51812,-3.299196
49.29,0.036342,5.618864,2.629803,-3.189593
49.295,7.574093,5.623962,1.395733,-3.24312
49.3,0.041442,5.611217,1.398282,-3.199788
49.305,0.031242,5.626511,1.291194,-3.380761
49.31,7.579193,5.611217,1.859784,-3.59487
49.315,0.038892,5.618864,1.403382,-3.592322
49.32,0.033792,5.621413,1.390633,-3.584675
49.325,7.574093,5.611217,1.51812,-3.434289
49.33,0.115392,5.623962,1.390633,-3.447033
49.335,0.041442,5.611217,1.785842,-3.475071
49.34,0.028692,5.623962,1.785842,-3.582126
49.345,7.579193,5.616315,1.390633,-3.472522
49.35,0.026142,5.618864,1.395733,-3.559186
49.355,0.033792,5.618864,1.640507,-3.510756
49.36,7.571543,5.613766,1.462026,-3.505658
49.365,0.033792,5.616315,1.398282,-3.536245
49.37,0.033792,5.611217,1.411031,-3.429191
49.375,7.576643,5.621413,1.773093,-3.207435
49.38,0.038892,5.611217,1.403382,-3.452131
49.385,0.033792,5.621413,1.390633,-3.197239
49.39,7.574093,5.611217,2.020417,-3.016266
49.395,0.036342,5.623962,1.395733,-3.350174
49.4,0.041442,5.616315,1.398282,-3.299196
49.405,7.568993,5.616315,1.370235,-3.630555
49.41,0.041442,5.616315,1.428879,-3.464876
49.415,0.033792,5.618864,1.405932,-3.57193
49.42,7.574093,5.613766,1.403382,-3.500561
49.425,0.921186,5.616315,1.357487,-3.554088
49.43,0.028692,5.623962,1.398282,-3.500561
49.435,0.038892,5.611217,1.400832,-3.45468
49.44,7.571543,5.623962,1.388083,-3.505658
49.445,0.041442,5.611217,1.395733,-3.515854
49.45,0.026142,5.618864,1.398282,-3.475071
49.455,7.581743,5.616315,1.859784,-3.480169
49.46,0.031242,5.618864,1.426329,-3.503109
49.465,0.033792,5.618864,1.398282,-3.495463
49.47,7.574093,5.618864,1.390633,-3.469974
49.475,0.041442,5.616315,2.000019,-3.413897
49.48,0.031242,5.611217,1.405932,-3.487816
49.485,7.579193,5.616315,1.505371,-3.123321
49.49,0.031242,5.618864,1.431429,-3.24312
49.495,0.038892,5.621413,1.7068,-3.276256
49.5,7.568993,5.618864,1.309042,-3.339979
49.505,0.038892,5.952782,1.390633,-3.610164
49.51,0.033792,5.942586,1.403382,-3.607615
49.515,7.571543,5.947684,1.408481,-3.605066
49.52,0.553989,5.947684,1.510471,-3.607615
49.525,0.033792,5.945135,1.773093,-3.635653
49.53,0.033792,5.952782,1.390633,-3.584675
49.535,7.579193,5.950233,1.398282,-3.574479
49.54,0.031242,5.945135,1.492622,-3.546441
49.545,0.038892,5.945135,1.400832,-3.533696
49.55,7.568993,5.945135,1.42378,-3.533696
49.555,0.036342,5.955331,1.393183,-3.505658
49.56,0.031242,5.942586,1.403382,-3.495463
49.565,7.574093,5.945135,1.393183,-3.373115
49.57,0.041442,5.940037,1.400832,-3.541343
49.575,0.033792,5.945135,2.234595,-3.640751
49.58,7.576643,5.947684,2.481919,-3.375664
49.585,0.031242,5.945135,1.395733,-3.00607
49.59,0.038892,5.947684,1.398282,-3.464876
49.595,7.571543,5.947684,1.405932,-3.207435
49.6,0.041442,5.945135,1.785842,-3.597419
49.605,0.028692,5.947684,1.413581,-3.68918
49.61,7.579193,5.952782,1.444178,-3.625458
49.615,0.084792,5.947684,1.400832,-3.59487
49.62,0.036342,5.945135,1.500272,-3.648398
49.625,0.033792,5.940037,1.398282,-3.597419
49.63,7.574093,5.952782,1.390633,-3.630555
49.635,0.036342,5.940037,1.405932,-3.569381
49.64,0.028692,5.952782,1.408481,-3.513305
49.645,7.581743,5.942586,1.398282,-3.543892
49.65,0.031242,5.947684,1.533418,-3.523501
49.655,0.038892,5.955331,1.551266,-3.434289
49.66,7.576643,5.940037,1.411031,-3.401153
49.665,0.036342,5.947684,1.390633,-3.424093
49.67,0.031242,5.940037,1.403382,-3.605066
49.675,7.574093,5.952782,6.242775,-3.385859
49.68,0.043992,5.945135,6.232576,-3.329783
49.685,0.028692,5.945135,1.395733,-3.322136
49.69,7.579193,5.947684,1.398282,-3.462327
49.695,0.038892,5.940037,6.255524,-3.45468
49.7,0.033792,5.952782,6.260623,-3.536245
49.705,7.574093,5.942586,6.29632,-3.622909
49.71,0.041442,5.952782,1.395733,-3.678985
49.715,0.041442,5.947684,1.393183,-3.602517
49.72,0.033792,5.940037,6.237676,-3.628006
49.725,7.571543,5.952782,6.235126,-3.638202
49.73,0.033792,6.090428,6.179032,-3.617811
49.735,0.031242,6.100624,6.087242,-3.587224
49.74,7.579193,6.095526,1.477324,-3.505658
49.745,0.036342,6.098075,1.472225,-3.569381
49.75,0.031242,6.100624,1.80369,-3.436838
49.755,7.579193,6.095526,1.469675,-3.406251
49.76,0.033792,6.098075,1.403382,-3.447033
49.765,0.033792,6.095526,1.393183,-3.564283
49.77,7.571543,6.095526,1.446727,-3.424093
49.775,0.036342,6.100624,1.482424,-3.179397
49.78,0.038892,6.090428,1.393183,-3.681534
49.785,7.568993,6.103173,1.395733,-3.398604
49.79,0.041442,6.090428,1.41868,-3.495463
49.795,0.031242,6.100624,1.408481,-3.472522
49.8,7.579193,6.090428,1.400832,-3.52605
49.805,0.038892,6.100624,1.375335,-3.543892
49.81,0.038892,6.090428,1.400832,-3.602517
49.815,7.571543,6.095526,1.403382,-3.628006
49.82,0.125591,6.098075,1.411031,-3.528599
49.825,0.028692,6.098075,1.398282,-3.6433
49.83,0.041442,6.098075,1.400832,-3.556637
49.835,7.571543,6.098075,1.372785,-3.543892
49.84,0.041442,6.098075,1.411031,-3.559186
49.845,0.036342,6.090428,1.408481,-3.43174
49.85,7.574093,6.092977,1.400832,-3.403702
49.855,0.041442,6.095526,1.51557,-3.436838
49.86,0.028692,6.098075,1.367686,-3.510756
49.865,7.574093,6.100624,1.393183,-3.357821
49.87,0.036342,6.090428,1.433979,-3.322136
49.875,0.031242,6.095526,1.398282,-3.533696
49.88,7.579193,6.095526,1.400832,-3.441935
49.885,0.038892,6.095526,1.403382,-3.574479
49.89,0.033792,6.100624,1.296293,-3.439387
49.895,7.579193,6.090428,1.395733,-3.449582
49.9,0.033792,6.100624,1.398282,-3.482718
49.905,0.041442,6.090428,1.551266,-3.559186
49.91,7.571543,6.095526,1.405932,-3.559186
49.915,0.056742,6.095526,1.398282,-3.663691
49.92,0.033792,6.090428,1.405932,-3.559186
49.925,0.028692,6.103173,1.395733,-3.589773
49.93,7.579193,6.095526,1.398282,-3.533696
49.935,0.031242,6.095526,1.403382,-3.556637
49.94,0.036342,6.100624,1.408481,-3.510756
49.945,7.574093,6.090428,1.403382,-3.472522
49.95,0.033792,6.202583,1.382984,-3.52605
49.955,0.038892,6.192387,1.400832,-3.520952
49.96,7.571543,6.194936,1.408481,-3.352723
49.965,0.036342,6.202583,1.390633,-3.311941
49.97,0.031242,6.192387,1.411031,-3.304294
49.975,7.568993,6.192387,1.398282,-3.602517
49.98,0.036342,6.202583,1.306492,-3.610164
49.985,0.041442,6.189838,1.403382,-3.566832
49.99,7.568993,6.202583,1.403382,-3.480169
49.995,0.043992,6.194936,1.400832,-3.444484
50,0.031242,6.197485,1.400832,-3.416446
50.005,7.579193,6.194936,1.436528,-3.426642
50.01,0.038892,6.200034,1.487523,-3.533696
50.015,0.041442,6.194936,1.393183,-3.574479
50.02,0.033792,6.194936,1.41868,-3.551539
50.025,0.462189,6.197485,1.428879,-3.492914
50.03,0.038892,6.189838,1.403382,-3.559186
50.035,0.028692,6.202583,1.441628,-3.441935
50.04,7.579193,6.189838,1.395733,-3.385859
50.045,0.028692,6.202583,1.41868,-3.528599
50.05,0.041442,6.189838,1.413581,-3.398604
50.055,7.571543,6.197485,1.487523,-3.258413
50.06,0.031242,6.202583,1.472225,-3.258413
50.065,0.033792,6.187289,1.431429,-3.258413
50.07,7.574093,6.202583,1.413581,-3.281354
50.075,0.041442,6.189838,1.395733,-3.579577
50.08,0.033792,6.197485,1.400832,-3.566832
50.085,7.574093,6.194936,1.474774,-3.54899
50.09,0.031242,6.194936,1.413581,-3.533696
50.095,0.033792,6.202583,1.393183,-3.469974
50.1,7.574093,6.187289,1.405932,-3.276256
50.105,0.041442,6.202583,1.467125,-3.345077
50.11,0.033792,6.194936,1.398282,-3.515854
50.115,7.566443,6.194936,1.477324,-3.528599
50.12,0.123041,6.197485,1.439078,-3.543892
50.125,0.031242,6.189838,1.446727,-3.475071
50.13,0.041442,6.194936,1.395733,-3.390957
50.135,7.576643,6.189838,1.411031,-3.38331
50.14,0.036342,6.202583,1.408481,-3.424093
50.145,0.036342,6.189838,1.400832,-3.475071
50.15,7.574093,6.202583,1.403382,-3.311941
50.155,0.033792,6.192387,2.216747,-3.355272
50.16,0.033792,6.200034,1.395733,-3.291549
50.165,7.581743,6.192387,1.370235,-3.319587
50.17,0.031242,6.296896,1.400832,-3.24312
50.175,0.041442,6.294347,1.405932,-3.388408
50.18,7.568993,6.296896,1.41613,-3.513305
50.185,0.038892,6.301994,1.400832,-3.582126
50.19,0.033792,6.291798,1.548717,-3.439387
50.195,7.568993,6.299445,1.510471,-3.510756
50.2,0.043992,6.291798,1.444178,-3.396055
50.205,0.031242,6.294347,1.51557,-3.38331
50.21,7.574093,6.294347,1.482424,-3.411348
50.215,0.061842,6.291798,1.428879,-3.375664
50.22,0.028692,6.301994,1.411031,-3.240571
50.225,0.033792,6.299445,1.390633,-3.418995
50.23,7.571543,6.296896,1.405932,-3.357821
50.235,0.036342,6.294347,1.398282,-3.268609
50.24,0.033792,6.289249,1.505371,-3.322136
50.245,7.571543,6.299445,1.393183,-3.515854
50.25,0.033792,6.294347,1.398282,-3.339979
50.255,0.031242,6.299445,1.411031,-3.459778
50.26,7.579193,6.294347,1.403382,-3.38331
50.265,0.028692,6.294347,1.400832,-3.299196
50.27,0.038892,6.294347,1.51557,-3.322136
50.275,7.566443,6.294347,1.403382,-3.324685
50.28,0.043992,6.294347,1.398282,-3.515854
50.285,0.028692,6.296896,1.431429,-3.582126
50.29,7.574093,6.294347,1.390633,-3.630555
50.295,0.038892,6.296896,1.395733,-3.592322
50.3,0.033792,6.294347,1.400832,-3.492914
50.305,7.574093,6.291798,1.439078,-3.33743
50.31,0.049092,6.299445,1.390633,-3.283903
50.315,0.041442,6.294347,1.268246,-3.258413
50.32,0.028692,6.294347,1.398282,-3.329783
50.325,7.574093,6.294347,1.400832,-3.342528
50.33,0.033792,6.291798,1.472225,-3.411348
50.335,0.033792,6.301994,1.405932,-3.311941
50.34,7.581743,6.291798,1.393183,-3.136065
50.345,0.036342,6.294347,1.400832,-3.546441
50.35,0.033792,6.294347,1.393183,-3.533696
50.355,7.574093,6.294347,1.408481,-3.495463
50.36,0.033792,6.294347,1.398282,-3.408799
50.365,0.038892,6.289249,1.403382,-3.421544
50.37,7.571543,6.301994,1.398282,-3.301745
50.375,0.038892,6.294347,1.393183,-3.352723
50.38,0.026142,6.289249,1.592062,-3.564283
50.385,7.571543,6.301994,1.395733,-3.528599
50.39,0.043992,6.322386,1.395733,-3.589773
50.395,0.036342,6.327484,1.456926,-3.610164
50.4,7.574093,6.324935,1.398282,-3.579577
50.405,0.049092,6.322386,1.400832,-3.222729
50.41,0.033792,6.327484,1.405932,-3.357821
50.415,0.033792,6.327484,1.393183,-3.301745
50.42,7.574093,6.324935,1.398282,-3.38331
50.425,0.031242,6.324935,1.42123,-3.319587
50.43,0.033792,6.327484,1.41613,-3.176848
50.435,7.574093,6.327484,1.403382,-3.317038
50.44,0.031242,6.327484,1.393183,-3.235473
50.445,0.041442,6.319837,1.694051,-3.656045
50.45,7.571543,6.335131,1.408481,-3.498012
50.455,0.041442,6.327484,1.411031,-3.574479
50.46,0.036342,6.327484,1.462026,-3.531148
50.465,7.574093,6.330033,1.393183,-3.447033
50.47,0.036342,6.322386,1.339638,-3.464876
50.475,0.028692,6.327484,1.408481,-3.495463
50.48,7.579193,6.324935,1.408481,-3.503109
50.485,0.041442,6.324935,1.490073,-3.54899
50.49,0.033792,6.327484,1.395733,-3.513305
50.495,7.574093,6.324935,1.42378,-3.538794
50.5,0.041442,6.335131,1.380434,-3.584675
50.505,0.041442,6.322386,1.413581,-3.492914
50.51,7.568993,6.332582,1.454376,-3.276256
50.515,0.510639,6.324935,1.377884,-3.462327
50.52,0.031242,6.327484,1.395733,-3.342528
50.525,0.038892,6.324935,1.400832,-3.156457
50.53,7.574093,6.327484,1.472225,-3.263511
50.535,0.036342,6.335131,1.395733,-3.271158
50.54,0.041442,6.327484,1.395733,-3.357821
50.545,7.571543,6.324935,1.400832,-3.615262
50.55,0.036342,6.332582,1.398282,-3.673887
50.555,0.041442,6.322386,1.411031,-3.612713
50.56,7.571543,6.327484,1.405932,-3.602517
50.565,0.033792,6.335131,1.388083,-3.520952
50.57,0.033792,6.324935,1.398282,-3.475071
50.575,7.571543,6.327484,1.42123,-3.605066
50.58,0.038892,6.332582,1.400832,-3.54899
50.585,0.041442,6.324935,1.395733,-3.464876
50.59,7.568993,6.324935,1.405932,-3.531148
50.595,0.033792,6.335131,1.411031,-3.515854
50.6,0.041442,6.322386,1.398282,-3.500561
50.605,7.568993,6.324935,1.543617,-3.515854
50.61,0.092442,6.327484,1.398282,-3.370566
50.615,0.033792,6.322386,1.426329,-3.480169
50.62,0.028692,6.335131,1.398282,-3.329783
50.625,7.581743,6.327484,1.390633,-3.273707
50.63,0.031242,6.324935,1.444178,-3.14881
50.635,0.033792,6.327484,1.395733,-3.355272
50.64,7.571543,6.322386,1.431429,-3.717219
50.645,0.031242,6.335131,1.400832,-3.503109
50.65,0.041442,6.322386,1.395733,-3.52605
50.655,7.566443,6.327484,1.400832,-3.615262
50.66,0.043992,6.324935,1.436528,-3.554088
50.665,0.031242,6.327484,1.395733,-3.589773
50.67,7.574093,6.327484,1.510471,-3.579577
50.675,0.038892,6.327484,1.405932,-3.523501
50.68,0.036342,6.327484,1.398282,-3.490365
50.685,7.576643,6.322386,1.395733,-3.505658
50.69,0.041442,6.324935,1.398282,-3.492914
50.695,0.033792,6.327484,1.411031,-3.472522
50.7,7.579193,6.322386,1.497722,-3.45468
50.705,0.084792,6.335131,1.393183,-3.480169
50.71,0.038892,6.322386,1.398282,-3.487816
50.715,0.028692,6.335131,1.411031,-3.556637
50.72,7.574093,6.327484,1.388083,-3.19469
50.725,0.033792,6.324935,1.400832,-3.064696
50.73,0.033792,6.332582,1.398282,-3.441935
50.735,7.574093,6.324935,1.454376,-3.518403
50.74,0.031242,6.327484,1.398282,-3.352723
50.745,0.036342,6.332582,1.393183,-3.645849
50.75,7.574093,6.322386,1.403382,-3.633104
50.755,0.033792,6.332582,1.398282,-3.602517
50.76,0.038892,6.324935,1.403382,-3.648398
50.765,7.574093,6.330033,1.400832,-3.605066
50.77,0.038892,6.332582,1.393183,-3.597419
50.775,0.041442,6.319837,1.395733,-3.551539
50.78,7.568993,6.327484,1.395733,-3.574479
50.785,0.046542,6.324935,1.395733,-3.518403
50.79,0.028692,6.327484,1.535968,-3.472522
50.795,7.574093,6.324935,1.400832,-3.388408
50.8,0.115392,6.327484,1.395733,-3.434289
50.805,0.031242,6.332582,1.395733,-3.52605
50.81,0.033792,6.319837,1.490073,-3.554088
50.815,7.574093,6.335131,1.854685,-3.304294
50.82,0.041442,6.327484,1.395733,-3.345077
50.825,0.031242,6.327484,1.395733,-3.301745
50.83,7.579193,6.324935,1.51302,-3.533696
50.835,0.031242,6.322386,1.61246,-3.462327
50.84,0.038892,6.327484,1.490073,-3.551539
50.845,7.571543,6.322386,1.400832,-3.592322
50.85,0.033792,6.327484,1.388083,-3.569381
50.855,0.036342,6.322386,1.405932,-3.515854
50.86,7.579193,6.332582,1.42123,-3.653496
50.865,0.038892,6.324935,1.413581,-3.605066
50.87,0.033792,6.327484,1.390633,-3.475071
50.875,7.574093,6.322386,1.405932,-3.541343
50.88,0.041442,6.332582,1.390633,-3.480169
50.885,0.038892,6.324935,1.490073,-3.485267
50.89,7.568993,6.327484,1.474774,-3.370566
50.895,0.222491,6.335131,1.382984,-3.426642
50.9,0.041442,6.327484,1.395733,-3.406251
50.905,0.033792,6.322386,1.41613,-3.518403
50.91,7.574093,6.324935,1.755245,-3.388408
50.915,0.036342,6.327484,1.395733,-3.164103
50.92,0.038892,6.322386,1.398282,-3.54899
50.925,7.568993,6.324935,1.400832,-3.467425
50.93,0.036342,6.335131,1.737397,-3.378212
50.935,0.036342,6.322386,1.477324,-3.452131
50.94,7.566443,6.327484,1.398282,-3.541343
50.945,0.036342,6.324935,1.388083,-3.612713
50.95,0.033792,6.324935,1.400832,-3.622909
50.955,7.568993,6.332582,1.553816,-3.625458
50.96,0.036342,6.327484,1.620109,-3.605066
50.965,0.036342,6.327484,1.400832,-3.589773
50.97,7.568993,6.332582,1.398282,-3.605066
50.975,0.041442,6.327484,1.390633,-3.536245
50.98,0.041442,6.322386,1.535968,-3.482718
50.985,7.576643,6.324935,1.459476,-3.52605
50.99,0.102642,6.327484,1.393183,-3.475071
50.995,0.036342,6.324935,1.400832,-3.396055
51,0.033792,6.335131,1.393183,-3.515854
51.005,7.579193,6.324935,1.576764,-3.378212
51.01,0.036342,6.322386,1.405932,-3.255864
51.015,0.028692,6.324935,1.400832,-3.6433
51.02,7.574093,6.335131,1.510471,-3.505658
51.025,0.043992,6.324935,1.42378,-3.469974
51.03,0.033792,6.322386,1.408481,-3.421544
51.035,7.571543,6.330033,1.393183,-3.490365
51.04,0.041442,6.324935,1.395733,-3.462327
51.045,0.031242,6.324935,1.426329,-3.513305
51.05,7.574093,6.332582,1.42123,-3.577028
51.055,0.036342,6.31219,1.431429,-3.582126
51.06,0.028692,6.31219,1.398282,-3.52605
51.065,7.579193,6.314739,1.398282,-3.582126
51.07,0.041442,6.309641,1.910779,-3.515854
51.075,0.033792,6.319837,1.564015,-3.434289
51.08,7.579193,6.309641,1.408481,-3.482718
51.085,0.32194,6.314739,1.385534,-3.434289
51.09,0.036342,6.314739,1.393183,-3.401153
51.095,0.041442,6.307092,1.454376,-3.418995
51.1,7.571543,6.314739,1.484973,-3.350174
51.105,0.033792,6.314739,1.390633,-3.179397
51.11,0.033792,6.309641,1.403382,-3.33743
51.115,7.568993,6.322386,1.398282,-3.610164
51.12,0.036342,6.314739,1.456926,-3.561735
51.125,0.028692,6.314739,1.431429,-3.554088
51.13,7.574093,6.319837,1.393183,-3.447033
51.135,0.041442,6.314739,1.309042,-3.373115
51.14,0.031242,6.314739,1.403382,-3.462327
51.145,7.574093,6.314739,1.390633,-3.449582
51.15,0.038892,6.31219,1.405932,-3.543892
51.155,0.028692,6.322386,1.400832,-3.587224
51.16,7.579193,6.309641,1.403382,-3.54899
51.165,0.041442,6.314739,1.344738,-3.533696
51.17,0.028692,6.319837,1.411031,-3.520952
51.175,0.041442,6.309641,1.635408,-3.436838
51.18,7.571543,6.314739,1.395733,-3.487816
51.185,0.033792,6.314739,1.390633,-3.482718
51.19,0.038892,6.307092,1.403382,-3.469974
51.195,7.566443,6.317288,1.408481,-3.339979
51.2,0.036342,6.322386,1.393183,-3.227826
51.205,0.033792,6.309641,1.400832,-3.299196
51.21,7.568993,6.307092,1.403382,-3.327234
51.215,0.036342,6.322386,1.431429,-3.584675
51.22,0.038892,6.314739,1.469675,-3.59487
51.225,7.574093,6.314739,1.400832,-3.528599
51.23,0.028692,6.322386,1.395733,-3.485267
51.235,0.038892,6.307092,1.400832,-3.406251
51.24,7.571543,6.31219,1.433979,-3.33743
51.245,0.031242,6.319837,1.408481,-3.380761
51.25,0.033792,6.319837,1.398282,-3.518403
51.255,7.574093,6.307092,1.405932,-3.541343
51.26,0.038892,6.314739,1.339638,-3.54899
51.265,0.033792,6.322386,1.395733,-3.475071
51.27,0.036342,6.319837,1.576764,-3.441935
51.275,7.574093,6.307092,1.388083,-3.299196
51.28,0.028692,6.322386,1.398282,-3.500561
51.285,0.041442,6.314739,1.395733,-3.441935
51.29,7.574093,6.307092,1.439078,-3.289
51.295,0.031242,6.319837,1.428879,-3.393506
51.3,0.033792,6.314739,1.390633,-3.309392
51.305,7.581743,6.309641,1.398282,-3.319587
51.31,0.038892,6.317288,1.446727,-3.260962
51.315,0.028692,6.319837,1.477324,-3.503109
51.32,7.574093,6.314739,1.400832,-3.513305
51.325,0.043992,6.309641,1.283544,-3.615262
51.33,0.031242,6.314739,1.398282,-3.505658
51.335,7.571543,6.319837,1.433979,-3.17175
51.34,0.043992,6.314739,1.408481,-3.515854
51.345,0.036342,6.309641,1.405932,-3.380761
