X_Value,Voltage_0,Voltage_1,Voltage_2,Voltage_3
12.695,0.026142,0.011084,0.120866,0.001652
12.7,0.041442,0.003437,0.118316,-0.000897
12.705,0.028692,0.013633,0.120866,-0.000897
12.71,0.041442,0.003437,0.113217,0.004201
12.715,0.031242,0.005986,0.123416,-0.005994
12.72,0.033792,0.005986,0.113217,0.00675
12.725,0.033792,0.008535,0.123416,-0.005994
12.73,0.028692,0.011084,0.120866,0.001652
12.735,0.038892,0.005986,0.123416,0.004201
12.74,0.028692,0.005986,0.115767,-0.005994
12.745,0.041442,0.013633,0.115767,0.004201
12.75,0.038892,0.003437,0.125965,-0.000897
12.755,0.033792,0.005986,0.113217,0.001652
12.76,0.033792,0.000888,0.123416,-0.000897
12.765,0.033792,0.003437,0.115767,-0.003445
12.77,0.038892,0.003437,0.123416,0.004201
12.775,0.028692,0.005986,0.120866,0.001652
12.78,0.033792,0.013633,0.113217,0.001652
12.785,0.033792,0.000888,0.125965,-0.000897
12.79,0.028692,0.013633,0.115767,-0.000897
12.795,0.038892,0.003437,0.120866,0.00675
12.8,0.031242,0.005986,0.125965,-0.008543
12.805,0.031242,0.005986,0.110667,0.004201
12.81,0.033792,0.000888,0.125965,-0.000897
12.815,0.028692,0.013633,0.118316,-0.000897
12.82,0.038892,0.000888,0.120866,-0.000897
12.825,0.028692,0.011084,0.125965,-0.008543
12.83,0.038892,0.008535,0.108117,0.00675
12.835,0.026142,0.005986,0.125965,-0.005994
12.84,0.036342,0.008535,0.115767,0.004201
12.845,0.033792,0.000888,0.123416,-0.000897
12.85,0.031242,0.013633,0.118316,-0.000897
12.855,0.038892,0.003437,0.118316,-0.000897
12.86,0.026142,0.005986,0.125965,-0.005994
12.865,0.031242,0.005986,0.113217,-0.000897
12.87,0.038892,0.000888,0.118316,-0.000897
12.875,0.028692,0.013633,0.120866,-0.000897
12.88,0.033792,0.005986,0.108117,0.004201
12.885,0.033792,0.005986,0.123416,-0.003445
12.89,0.031242,0.011084,0.118316,-0.005994
12.895,0.038892,0.003437,0.120866,0.004201
12.9,0.026142,0.003437,0.118316,-0.008543
12.905,0.041442,0.005986,0.113217,-0.000897
12.91,0.033792,0.000888,0.125965,-0.000897
12.915,0.026142,0.013633,0.120866,0.001652
12.92,0.033792,0.005986,0.115767,0.004201
12.925,0.036342,0.005986,0.123416,-0.005994
12.93,0.033792,0.013633,0.113217,-0.000897
12.935,0.038892,0.000888,0.123416,0.004201
12.94,0.028692,0.003437,0.120866,-0.005994
12.945,0.031242,0.013633,0.113217,-0.000897
12.95,0.041442,0.000888,0.118316,0.004201
12.955,0.028692,0.005986,0.125965,-0.005994
12.96,0.033792,0.008535,0.113217,-0.000897
12.965,0.033792,-0.001661,0.125965,0.001652
12.97,0.028692,0.005986,0.115767,-0.005994
12.975,0.038892,0.005986,0.115767,0.001652
12.98,0.026142,0.005986,0.120866,-0.003445
12.985,0.038892,0.005986,0.115767,0.004201
12.99,0.033792,0.005986,0.115767,-0.000897
12.995,0.028692,0.005986,0.115767,-0.005994
13,0.038892,0.005986,0.118316,-0.000897
13.005,0.033792,0.000888,0.123416,0.001652
13.01,0.031242,0.013633,0.113217,-0.000897
13.015,0.033792,0.000888,0.123416,0.004201
13.02,0.031242,0.005986,0.118316,-0.000897
13.025,0.038892,0.000888,0.120866,0.004201
13.03,0.026142,0.008535,0.123416,-0.008543
13.035,0.031242,0.011084,0.113217,0.001652
13.04,0.033792,0.003437,0.123416,0.004201
13.045,0.028692,0.005986,0.118316,-0.008543
13.05,0.038892,0.005986,0.120866,0.004201
13.055,0.028692,0.005986,0.115767,-0.005994
13.06,0.033792,0.003437,0.115767,0.004201
13.065,0.026142,0.005986,0.120866,-0.000897
13.07,0.036342,0.003437,0.115767,0.004201
13.075,0.028692,0.000888,0.125965,-0.000897
13.08,0.031242,0.013633,0.115767,-0.000897
13.085,0.031242,0.000888,0.120866,-0.000897
13.09,0.031242,0.013633,0.115767,-0.000897
13.095,0.026142,0.005986,0.115767,-0.000897
13.1,0.031242,0.013633,0.113217,-0.000897
13.105,0.033792,0.000888,0.125965,0.004201
13.11,0.031242,0.011084,0.115767,-0.005994
13.115,0.033792,0.003437,0.125965,0.001652
13.12,0.033792,0.013633,0.113217,0.001652
13.125,0.038892,0.003437,0.120866,0.001652
13.13,0.026142,0.011084,0.118316,-0.000897
13.135,0.038892,0.000888,0.115767,-0.000897
13.14,0.031242,0.013633,0.123416,-0.000897
13.145,0.041442,0.000888,0.115767,-0.003445
13.15,0.028692,0.011084,0.115767,-0.000897
13.155,0.033792,0.003437,0.125965,0.004201
13.16,0.031242,0.011084,0.108117,-0.000897
13.165,0.036342,0.000888,0.125965,0.001652
13.17,0.033792,0.005986,0.115767,-0.000897
13.175,0.031242,0.005986,0.120866,-0.000897
13.18,0.031242,0.011084,0.115767,0.001652
13.185,0.033792,0.003437,0.123416,-0.000897
13.19,0.033792,0.005986,0.113217,-0.000897
13.195,0.038892,0.000888,0.120866,-0.000897
13.2,0.026142,0.011084,0.115767,-0.000897
13.205,0.041442,0.000888,0.128515,-0.000897
13.21,0.033792,0.013633,0.110667,-0.000897
13.215,0.033792,0.000888,0.123416,-0.000897
13.22,0.031242,0.013633,0.115767,-0.008543
13.225,0.033792,0.000888,0.123416,0.001652
13.23,0.033792,0.013633,0.115767,-0.000897
13.235,0.033792,0.000888,0.123416,-0.003445
13.24,0.033792,0.013633,0.113217,-0.000897
13.245,0.033792,0.000888,0.128515,0.004201
13.25,0.031242,0.013633,0.113217,-0.000897
13.255,0.033792,0.008535,0.115767,-0.000897
13.26,0.031242,0.011084,0.120866,-0.000897
13.265,0.031242,0.000888,0.125965,-0.000897
13.27,0.028692,0.013633,0.118316,-0.000897
13.275,0.038892,0.000888,0.118316,-0.000897
13.28,0.028692,0.005986,0.118316,-0.005994
13.285,0.038892,0.005986,0.120866,0.004201
13.29,0.026142,0.005986,0.120866,-0.005994
13.295,0.041442,0.003437,0.120866,0.004201
13.3,0.028692,0.011084,0.118316,-0.000897
13.305,0.036342,0.000888,0.118316,0.00675
13.31,0.028692,0.011084,0.120866,-0.000897
13.315,0.033792,0.000888,0.120866,-0.000897
13.32,0.033792,0.005986,0.113217,-0.000897
13.325,0.033792,0.005986,0.128515,-0.005994
13.33,0.038892,0.000888,0.120866,0.004201
13.335,0.028692,0.013633,0.115767,-0.000897
13.34,0.038892,0.000888,0.120866,0.004201
13.345,0.026142,0.005986,0.115767,-0.005994
13.35,0.033792,0.000888,0.120866,0.004201
13.355,0.033792,0.013633,0.113217,-0.005994
13.36,0.033792,0.005986,0.118316,-0.000897
13.365,0.033792,0.011084,0.113217,-0.000897
13.37,0.041442,0.000888,0.123416,0.004201
13.375,0.033792,0.011084,0.113217,0.001652
13.38,0.033792,0.005986,0.123416,-0.000897
13.385,0.041442,0.005986,0.113217,0.001652
13.39,0.026142,0.005986,0.120866,-0.005994
13.395,0.038892,0.005986,0.115767,0.004201
13.4,0.031242,0.008535,0.115767,-0.005994
13.405,0.033792,0.005986,0.115767,0.004201
13.41,0.028692,0.013633,0.115767,-0.008543
13.415,0.038892,0.000888,0.115767,0.004201
13.42,0.028692,0.011084,0.118316,-0.005994
13.425,0.038892,0.000888,0.115767,0.004201
13.43,0.033792,0.005986,0.115767,-0.008543
13.435,0.033792,0.003437,0.118316,0.004201
13.44,0.033792,0.013633,0.115767,-0.005994
13.445,0.038892,0.005986,0.120866,0.004201
13.45,0.028692,0.013633,0.118316,-0.003445
13.455,0.038892,0.005986,0.113217,0.004201
13.46,0.033792,0.013633,0.120866,0.001652
13.465,0.031242,0.000888,0.123416,0.00675
13.47,0.026142,0.005986,0.118316,-0.005994
13.475,0.033792,0.000888,0.125965,0.004201
13.48,0.031242,0.013633,0.113217,0.001652
13.485,0.031242,0.000888,0.125965,-0.000897
13.49,0.031242,0.013633,0.113217,-0.005994
13.495,0.033792,0.005986,0.125965,-0.005994
13.5,0.033792,0.005986,0.113217,0.004201
13.505,0.033792,0.005986,0.115767,-0.008543
13.51,0.038892,0.005986,0.120866,0.004201
13.515,0.026142,0.005986,0.120866,-0.008543
13.52,0.036342,0.003437,0.118316,0.004201
13.525,0.031242,0.005986,0.120866,-0.005994
13.53,0.031242,0.003437,0.120866,0.004201
13.535,0.036342,0.011084,0.115767,-0.005994
13.54,0.031242,0.000888,0.128515,-0.000897
13.545,0.031242,0.011084,0.113217,0.001652
13.55,0.033792,0.003437,0.125965,-0.000897
13.555,0.033792,0.013633,0.113217,-0.000897
13.56,0.033792,0.003437,0.125965,0.001652
13.565,0.031242,0.013633,0.115767,-0.000897
13.57,0.033792,0.000888,0.123416,-0.000897
13.575,0.033792,0.013633,0.115767,0.004201
13.58,0.031242,0.005986,0.123416,-0.000897
13.585,0.026142,0.013633,0.115767,0.001652
13.59,0.033792,0.000888,0.125965,-0.000897
13.595,0.031242,0.013633,0.115767,-0.000897
13.6,0.033792,0.003437,0.123416,-0.000897
13.605,0.033792,0.011084,0.123416,-0.000897
13.61,0.038892,0.000888,0.118316,0.001652
13.615,0.033792,0.011084,0.118316,-0.000897
13.62,0.036342,0.005986,0.123416,0.001652
13.625,0.031242,0.005986,0.115767,0.004201
13.63,0.031242,0.005986,0.125965,-0.005994
13.635,0.033792,0.005986,0.115767,0.004201
13.64,0.033792,0.005986,0.128515,-0.005994
13.645,0.033792,0.008535,0.113217,0.004201
13.65,0.028692,0.011084,0.120866,-0.005994
13.655,0.041442,0.005986,0.120866,0.004201
13.66,0.033792,0.013633,0.113217,-0.000897
13.665,0.033792,0.005986,0.125965,-0.000897
13.67,0.033792,0.005986,0.113217,0.004201
13.675,0.028692,0.011084,0.123416,-0.008543
13.68,0.038892,0.000888,0.123416,-0.000897
13.685,0.028692,0.013633,0.120866,-0.000897
13.69,0.033792,0.008535,0.123416,-0.000897
13.695,0.033792,0.005986,0.113217,0.004201
13.7,0.033792,0.003437,0.125965,-0.008543
13.705,0.031242,0.005986,0.113217,0.004201
13.71,0.026142,0.013633,0.120866,-0.005994
13.715,0.038892,0.000888,0.120866,0.004201
13.72,0.028692,0.003437,0.120866,-0.005994
13.725,0.038892,0.005986,0.118316,0.004201
13.73,0.033792,0.005986,0.120866,-0.008543
13.735,0.031242,-0.001661,0.125965,-0.000897
13.74,0.033792,0.005986,0.113217,-0.000897
13.745,0.026142,0.003437,0.120866,-0.005994
13.75,0.038892,0.000888,0.118316,-0.000897
13.755,0.026142,0.011084,0.115767,-0.000897
13.76,0.033792,0.005986,0.125965,-0.005994
13.765,0.041442,0.000888,0.118316,0.004201
13.77,0.036342,0.013633,0.118316,-0.008543
13.775,0.033792,0.000888,0.125965,-0.000897
13.78,0.041442,0.003437,0.123416,0.001652
13.785,0.026142,0.005986,0.120866,-0.005994
13.79,0.033792,0.000888,0.125965,-0.000897
13.795,0.038892,0.005986,0.113217,0.004201
13.8,0.028692,0.005986,0.125965,-0.005994
13.805,0.033792,0.000888,0.120866,0.004201
13.81,0.033792,0.011084,0.115767,-0.000897
13.815,0.028692,0.005986,0.125965,-0.005994
13.82,0.038892,0.000888,0.118316,0.004201
13.825,0.026142,0.011084,0.120866,-0.000897
13.83,0.038892,0.000888,0.120866,0.001652
13.835,0.028692,0.013633,0.115767,0.001652
13.84,0.038892,0.000888,0.120866,-0.000897
13.845,0.028692,0.013633,0.115767,-0.008543
13.85,0.041442,0.005986,0.120866,0.004201
13.855,0.028692,0.003437,0.120866,-0.000897
13.86,0.038892,0.005986,0.118316,0.004201
13.865,0.028692,0.005986,0.123416,-0.000897
13.87,0.041442,0.005986,0.118316,0.001652
13.875,0.026142,0.000888,0.120866,0.001652
13.88,0.033792,0.011084,0.115767,-0.000897
13.885,0.031242,0.000888,0.123416,-0.000897
13.89,0.033792,0.013633,0.113217,-0.005994
13.895,0.038892,0.005986,0.120866,0.004201
13.9,0.028692,0.005986,0.115767,-0.005994
13.905,0.031242,0.005986,0.115767,0.004201
13.91,0.033792,0.005986,0.123416,-0.005994
13.915,0.031242,0.005986,0.113217,0.004201
13.92,0.033792,0.005986,0.128515,-0.000897
13.925,0.031242,0.005986,0.110667,-0.000897
13.93,0.033792,0.000888,0.125965,0.004201
13.935,0.033792,0.013633,0.120866,-0.005994
13.94,0.031242,0.003437,0.115767,0.004201
13.945,0.026142,0.003437,0.120866,-0.005994
13.95,0.038892,0.003437,0.118316,0.004201
13.955,0.028692,0.011084,0.123416,-0.008543
13.96,0.033792,0.005986,0.123416,-0.000897
13.965,0.028692,0.005986,0.120866,-0.000897
13.97,0.038892,0.003437,0.113217,-0.000897
13.975,0.026142,0.005986,0.120866,-0.000897
13.98,0.038892,0.005986,0.118316,-0.000897
13.985,0.031242,0.003437,0.125965,-0.000897
13.99,0.033792,0.011084,0.110667,-0.003445
13.995,0.031242,0.000888,0.125965,-0.000897
14,0.028692,0.011084,0.120866,-0.000897
14.005,0.038892,0.000888,0.118316,-0.000897
14.01,0.026142,0.013633,0.123416,0.001652
14.015,0.038892,0.000888,0.118316,0.004201
14.02,0.026142,0.011084,0.115767,-0.008543
14.025,0.038892,0.000888,0.118316,0.004201
14.03,0.026142,0.011084,0.120866,0.001652
14.035,0.038892,-0.001661,0.118316,-0.000897
14.04,0.028692,0.011084,0.118316,-0.000897
14.045,0.038892,0.000888,0.118316,-0.000897
14.05,0.028692,0.013633,0.123416,-0.000897
14.055,0.038892,0.000888,0.120866,0.001652
14.06,0.028692,0.011084,0.120866,-0.000897
14.065,0.038892,0.005986,0.120866,0.004201
14.07,0.028692,0.005986,0.120866,-0.005994
14.075,0.038892,0.005986,0.120866,0.004201
14.08,0.028692,0.003437,0.118316,-0.005994
14.085,0.038892,0.003437,0.118316,0.004201
14.09,0.028692,0.003437,0.123416,-0.000897
14.095,0.038892,0.005986,0.120866,-0.000897
14.1,0.033792,0.000888,0.125965,0.001652
14.105,0.038892,0.005986,0.113217,0.001652
14.11,0.031242,0.005986,0.125965,0.001652
14.115,0.033792,0.005986,0.113217,-0.000897
14.12,0.033792,0.000888,0.125965,-0.000897
14.125,0.031242,0.011084,0.115767,0.001652
14.13,0.031242,-0.001661,0.123416,0.001652
14.135,0.031242,0.013633,0.113217,-0.005994
14.14,0.038892,0.005986,0.120866,0.004201
14.145,0.028692,0.008535,0.120866,-0.008543
14.15,0.038892,0.005986,0.118316,-0.000897
14.155,0.031242,0.003437,0.118316,0.001652
14.16,0.033792,0.005986,0.113217,0.001652
14.165,0.036342,0.000888,0.125965,-0.003445
14.17,0.031242,0.011084,0.113217,-0.000897
14.175,0.038892,0.000888,0.118316,-0.000897
14.18,0.026142,0.013633,0.120866,-0.005994
14.185,0.038892,0.005986,0.120866,-0.000897
14.19,0.033792,0.000888,0.123416,-0.000897
14.195,0.031242,0.003437,0.118316,-0.005994
14.2,0.038892,0.003437,0.118316,0.004201
14.205,0.028692,0.005986,0.115767,-0.005994
14.21,0.041442,0.005986,0.120866,-0.000897
14.215,0.033792,0.000888,0.125965,-0.000897
14.22,0.031242,0.005986,0.115767,-0.008543
14.225,0.038892,0.005986,0.123416,0.004201
14.23,0.028692,0.005986,0.120866,-0.005994
14.235,0.033792,0.003437,0.120866,0.004201
14.24,0.028692,0.005986,0.118316,-0.005994
14.245,0.041442,0.005986,0.118316,0.004201
14.25,0.026142,0.000888,0.123416,-0.000897
14.255,0.033792,0.008535,0.113217,-0.000897
14.26,0.033792,0.000888,0.125965,-0.000897
14.265,0.033792,0.013633,0.113217,-0.000897
14.27,0.033792,0.000888,0.120866,0.004201
14.275,0.031242,0.013633,0.120866,-0.008543
14.28,0.038892,0.003437,0.120866,0.004201
14.285,0.028692,0.013633,0.120866,-0.005994
14.29,0.041442,0.000888,0.120866,0.004201
14.295,0.026142,0.013633,0.115767,-0.000897
14.3,0.038892,0.003437,0.120866,-0.000897
14.305,0.028692,0.011084,0.123416,-0.005994
14.31,0.038892,0.003437,0.118316,0.00675
14.315,0.028692,0.011084,0.118316,-0.000897
14.32,0.038892,0.005986,0.113217,0.004201
14.325,0.031242,0.005986,0.128515,-0.005994
14.33,0.028692,0.011084,0.120866,-0.000897
14.335,0.038892,0.000888,0.118316,-0.000897
14.34,0.028692,0.011084,0.123416,0.001652
14.345,0.038892,0.000888,0.115767,-0.000897
14.35,0.028692,0.011084,0.118316,0.001652
14.355,0.038892,0.000888,0.120866,0.004201
14.36,0.028692,0.005986,0.118316,-0.008543
14.365,0.031242,0.008535,0.120866,0.001652
14.37,0.033792,0.000888,0.123416,-0.000897
14.375,0.026142,0.005986,0.115767,-0.005994
14.38,0.038892,0.005986,0.120866,-0.000897
14.385,0.033792,0.000888,0.125965,0.001652
14.39,0.033792,0.011084,0.110667,-0.000897
14.395,0.033792,0.003437,0.123416,-0.000897
14.4,0.028692,0.003437,0.118316,-0.005994
14.405,0.041442,0.005986,0.113217,0.004201
14.41,0.033792,0.005986,0.125965,0.001652
14.415,0.028692,0.013633,0.118316,-0.008543
14.42,0.038892,0.003437,0.120866,0.004201
14.425,0.033792,0.005986,0.120866,-0.005994
14.43,0.026142,0.013633,0.120866,-0.000897
14.435,0.033792,0.003437,0.113217,0.004201
14.44,0.033792,0.005986,0.123416,-0.000897
14.445,0.028692,0.013633,0.123416,-0.000897
14.45,0.038892,0.000888,0.120866,0.004201
14.455,0.028692,0.011084,0.118316,-0.003445
14.46,0.033792,0.005986,0.113217,0.004201
14.465,0.033792,0.005986,0.123416,-0.003445
14.47,0.033792,0.013633,0.115767,0.001652
14.475,0.033792,0.000888,0.125965,0.004201
14.48,0.033792,0.003437,0.118316,-0.005994
14.485,0.031242,-0.001661,0.118316,0.004201
14.49,0.033792,0.003437,0.120866,-0.008543
14.495,0.038892,0.005986,0.118316,0.004201
14.5,0.028692,0.005986,0.120866,-0.005994
14.505,0.038892,0.003437,0.120866,0.004201
14.51,0.026142,0.003437,0.123416,-0.000897
14.515,0.033792,0.013633,0.113217,-0.000897
14.52,0.033792,0.000888,0.123416,-0.003445
14.525,0.028692,0.011084,0.120866,0.001652
14.53,0.038892,0.000888,0.118316,-0.000897
14.535,0.026142,0.013633,0.115767,-0.000897
14.54,0.038892,0.000888,0.115767,0.004201
14.545,0.028692,0.013633,0.120866,-0.003445
14.55,0.031242,0.005986,0.113217,0.004201
14.555,0.033792,0.005986,0.125965,-0.005994
14.56,0.031242,0.003437,0.113217,-0.003445
14.565,0.031242,0.000888,0.125965,-0.000897
14.57,0.026142,0.011084,0.120866,0.001652
14.575,0.038892,0.000888,0.120866,0.001652
14.58,0.026142,0.011084,0.115767,-0.008543
14.585,0.038892,0.005986,0.110667,0.004201
14.59,0.026142,0.003437,0.123416,-0.003445
14.595,0.033792,0.005986,0.113217,0.004201
14.6,0.033792,0.005986,0.125965,-0.005994
14.605,0.033792,0.003437,0.115767,0.004201
14.61,0.031242,0.003437,0.120866,-0.005994
14.615,0.041442,0.005986,0.115767,0.00675
14.62,0.031242,0.005986,0.128515,-0.005994
14.625,0.033792,0.008535,0.110667,-0.000897
14.63,0.033792,0.005986,0.125965,-0.005994
14.635,0.031242,0.005986,0.115767,0.004201
14.64,0.033792,0.005986,0.128515,-0.005994
14.645,0.033792,0.003437,0.113217,0.004201
14.65,0.033792,0.005986,0.115767,-0.000897
14.655,0.038892,0.003437,0.118316,0.004201
14.66,0.033792,0.003437,0.123416,-0.005994
14.665,0.038892,0.005986,0.120866,0.004201
14.67,0.028692,0.005986,0.120866,-0.005994
14.675,0.038892,0.005986,0.115767,0.001652
14.68,0.031242,0.005986,0.120866,-0.000897
14.685,0.033792,0.011084,0.113217,0.001652
14.69,0.033792,0.000888,0.123416,0.004201
14.695,0.031242,0.013633,0.115767,-0.005994
14.7,0.033792,0.000888,0.125965,0.001652
14.705,0.033792,0.013633,0.110667,-0.000897
14.71,0.031242,0.000888,0.123416,-0.000897
14.715,0.028692,0.011084,0.113217,-0.000897
14.72,0.033792,0.005986,0.125965,-0.000897
14.725,0.033792,0.011084,0.113217,-0.003445
14.73,0.031242,0.000888,0.123416,-0.000897
14.735,0.033792,0.003437,0.118316,-0.005994
14.74,0.038892,0.003437,0.113217,0.004201
14.745,0.026142,0.005986,0.118316,-0.000897
14.75,0.038892,0.008535,0.120866,-0.000897
14.755,0.028692,0.008535,0.123416,-0.000897
14.76,0.033792,0.011084,0.115767,-0.000897
14.765,0.033792,0.000888,0.128515,-0.003445
14.77,0.026142,0.013633,0.113217,0.001652
14.775,0.033792,0.000888,0.125965,-0.000897
14.78,0.028692,0.013633,0.120866,0.001652
14.785,0.041442,0.000888,0.120866,0.004201
14.79,0.033792,0.003437,0.120866,-0.005994
14.795,0.041442,0.008535,0.115767,0.004201
14.8,0.028692,0.005986,0.118316,-0.005994
14.805,0.033792,0.005986,0.115767,0.004201
14.81,0.036342,0.005986,0.118316,-0.000897
14.815,0.028692,0.013633,0.118316,-0.000897
14.82,0.033792,0.000888,0.120866,-0.000897
14.825,0.033792,0.013633,0.118316,-0.005994
14.83,0.041442,0.005986,0.118316,0.001652
14.835,0.028692,0.005986,0.115767,0.001652
14.84,0.038892,0.003437,0.120866,-0.000897
14.845,0.026142,0.005986,0.120866,-0.005994
14.85,0.031242,0.005986,0.108117,0.001652
14.855,0.033792,0.003437,0.125965,-0.000897
14.86,0.031242,0.011084,0.115767,0.001652
14.865,0.038892,0.000888,0.118316,-0.000897
14.87,0.031242,0.011084,0.120866,-0.008543
14.875,0.038892,0.003437,0.110667,0.004201
14.88,0.033792,0.003437,0.123416,-0.003445
14.885,0.028692,0.011084,0.118316,-0.000897
14.89,0.038892,0.000888,0.115767,0.004201
14.895,0.033792,0.005986,0.123416,-0.005994
14.9,0.033792,0.005986,0.113217,0.001652
14.905,0.033792,0.000888,0.120866,0.004201
14.91,0.031242,0.005986,0.118316,-0.005994
14.915,0.038892,0.005986,0.118316,0.004201
14.92,0.033792,0.005986,0.125965,-0.005994
14.925,0.036342,0.005986,0.110667,0.001652
14.93,0.038892,0.000888,0.120866,-0.000897
14.935,0.031242,0.013633,0.120866,-0.000897
14.94,0.038892,0.000888,0.113217,-0.000897
14.945,0.031242,0.011084,0.120866,-0.000897
14.95,0.038892,0.003437,0.120866,0.004201
14.955,0.028692,0.005986,0.118316,-0.005994
14.96,0.041442,0.003437,0.118316,0.004201
14.965,0.031242,0.011084,0.123416,-0.005994
14.97,0.041442,0.000888,0.120866,0.004201
14.975,0.028692,0.013633,0.115767,-0.005994
14.98,0.041442,0.005986,0.118316,0.004201
14.985,0.028692,0.011084,0.120866,-0.005994
14.99,0.038892,0.005986,0.113217,0.004201
14.995,0.033792,0.003437,0.125965,-0.005994
15,0.033792,0.003437,0.110667,0.004201
15.005,0.033792,0.000888,0.123416,-0.000897
15.01,0.031242,0.013633,0.120866,-0.000897
15.015,0.033792,0.000888,0.118316,0.001652
15.02,0.028692,0.013633,0.110667,-0.005994
15.025,0.038892,0.000888,0.120866,-0.000897
15.03,0.028692,0.013633,0.118316,0.001652
15.035,0.038892,0.000888,0.120866,-0.000897
15.04,0.026142,0.013633,0.120866,0.001652
15.045,0.033792,0.000888,0.125965,-0.000897
15.05,0.031242,0.011084,0.115767,-0.000897
15.055,0.033792,0.003437,0.120866,-0.000897
15.06,0.028692,0.011084,0.123416,-0.000897
15.065,0.031242,0.005986,0.120866,0.004201
15.07,0.028692,0.005986,0.125965,-0.005994
15.075,0.033792,0.005986,0.115767,0.004201
15.08,0.033792,0.005986,0.125965,-0.003445
15.085,0.033792,0.005986,0.115767,0.004201
15.09,0.031242,0.000888,0.123416,0.001652
15.095,0.038892,0.005986,0.120866,0.004201
15.1,0.031242,0.005986,0.120866,-0.005994
15.105,0.038892,0.005986,0.120866,-0.000897
15.11,0.026142,0.003437,0.115767,-0.005994
15.115,0.038892,0.008535,0.120866,0.004201
15.12,0.028692,0.005986,0.123416,0.001652
15.125,0.036342,0.005986,0.110667,0.004201
15.13,0.031242,0.013633,0.120866,-0.008543
15.135,0.038892,0.000888,0.120866,0.004201
15.14,0.026142,0.011084,0.118316,0.001652
15.145,0.038892,0.003437,0.118316,-0.000897
15.15,0.031242,0.011084,0.118316,-0.000897
15.155,0.038892,0.000888,0.120866,-0.000897
15.16,0.028692,0.011084,0.118316,0.001652
15.165,0.041442,0.000888,0.120866,0.001652
15.17,0.028692,0.013633,0.123416,-0.000897
15.175,0.041442,0.000888,0.115767,-0.000897
15.18,0.028692,0.013633,0.123416,-0.005994
15.185,0.041442,0.003437,0.115767,0.004201
15.19,0.031242,0.005986,0.123416,-0.003445
15.195,0.033792,0.005986,0.115767,0.004201
15.2,0.028692,0.008535,0.123416,-0.000897
15.205,0.031242,0.013633,0.115767,-0.000897
15.21,0.033792,0.000888,0.125965,-0.000897
15.215,0.031242,0.013633,0.115767,-0.000897
15.22,0.038892,0.000888,0.123416,-0.000897
15.225,0.028692,0.013633,0.120866,-0.005994
15.23,0.038892,0.000888,0.118316,0.004201
15.235,0.026142,0.011084,0.120866,-0.005994
15.24,0.038892,0.000888,0.118316,0.004201
15.245,0.028692,0.011084,0.120866,-0.005994
15.25,0.038892,0.005986,0.118316,-0.000897
15.255,0.028692,0.005986,0.120866,-0.003445
15.26,0.033792,0.008535,0.118316,-0.000897
15.265,0.033792,0.000888,0.123416,-0.003445
15.27,0.033792,0.011084,0.115767,-0.000897
15.275,0.033792,0.003437,0.125965,-0.000897
15.28,0.033792,0.013633,0.113217,-0.000897
15.285,0.038892,0.005986,0.120866,0.004201
15.29,0.026142,0.003437,0.125965,-0.005994
15.295,0.033792,0.003437,0.115767,0.004201
15.3,0.038892,0.000888,0.123416,-0.000897
15.305,0.031242,0.013633,0.120866,-0.005994
15.31,0.038892,0.005986,0.118316,0.004201
15.315,0.028692,0.005986,0.120866,-0.005994
15.32,0.041442,0.005986,0.120866,-0.000897
15.325,0.033792,0.000888,0.125965,-0.000897
15.33,0.033792,0.013633,0.120866,-0.000897
15.335,0.038892,0.000888,0.120866,-0.000897
15.34,0.033792,0.005986,0.118316,-0.008543
15.345,0.033792,0.003437,0.123416,-0.003445
15.35,0.033792,0.013633,0.120866,-0.005994
15.355,0.033792,0.000888,0.118316,0.004201
15.36,0.036342,0.008535,0.118316,-0.008543
15.365,0.038892,0.005986,0.120866,0.00675
15.37,0.026142,0.005986,0.120866,-0.005994
15.375,0.038892,0.003437,0.118316,0.004201
15.38,0.028692,0.005986,0.125965,-0.005994
15.385,0.033792,0.003437,0.120866,0.004201
15.39,0.028692,0.005986,0.118316,-0.008543
15.395,0.038892,0.005986,0.120866,0.004201
15.4,0.028692,0.005986,0.115767,-0.003445
15.405,0.033792,0.003437,0.115767,0.004201
15.41,0.026142,0.005986,0.118316,-0.005994
15.415,0.038892,0.005986,0.120866,0.004201
15.42,0.028692,0.005986,0.120866,-0.005994
15.425,0.038892,0.005986,0.120866,0.004201
15.43,0.028692,0.005986,0.123416,-0.005994
15.435,0.036342,0.005986,0.120866,-0.000897
15.44,0.028692,0.003437,0.120866,0.001652
15.445,0.033792,0.011084,0.115767,0.001652
15.45,0.031242,0.000888,0.125965,0.001652
15.455,0.033792,0.013633,0.113217,-0.000897
15.46,0.033792,0.003437,0.125965,0.001652
15.465,0.033792,0.013633,0.115767,0.001652
15.47,0.038892,0.000888,0.125965,-0.000897
15.475,0.026142,0.013633,0.120866,-0.005994
15.48,0.038892,0.005986,0.120866,0.004201
15.485,0.028692,0.005986,0.120866,-0.000897
15.49,0.033792,0.013633,0.110667,-0.000897
15.495,0.033792,0.000888,0.125965,0.004201
15.5,0.028692,0.005986,0.120866,-0.008543
15.505,0.038892,0.008535,0.120866,-0.000897
15.51,0.033792,0.000888,0.123416,-0.008543
15.515,0.028692,0.011084,0.110667,-0.000897
15.52,0.038892,0.000888,0.123416,-0.000897
15.525,0.028692,0.011084,0.120866,-0.000897
